id,cable_id,description,name,color,coordinates,length,rfs,owners,url,col10
poseidon,1740,"[{""latlon"":""34.828484,33.603555"",""name"":""Pentaskhinos, Cyprus"",""landing_point_id"":5812},{""latlon"":""34.766411,32.466544"",""name"":""Yeroskipos, Cyprus"",""landing_point_id"":5811}]",POSEIDON,#9ea0a2,"<MultiGeometry><LineString><coordinates>32.4666527981625,34.7665718254425,0 32.6666526564807,34.4090512835211,0 33.115382807346,34.4090512835211,0 33.6105973002814,34.8272781379033,0</coordinates></LineString></MultiGeometry>",800 km,April 2014,"Radius Oceanic Communications,  Cyta",http://www.Radiusocean.com,
qatar-u-a-e-submarine-cable-system,1254,"[{""latlon"":""24.443785,54.418877"",""name"":""Abu Dhabi, United Arab Emirates"",""landing_point_id"":3858},{""latlon"":""25.152634,52.865948"",""name"":""Das Island, United Arab Emirates"",""landing_point_id"":6020},{""latlon"":""25.294346,51.519367"",""name"":""Doha, Qatar"",""landing_point_id"":3867},{""latlon"":""25.668564,52.420245"",""name"":""Halul Island, Qatar"",""landing_point_id"":6019}]",Qatar-U.A.E. Submarine Cable System,#91a34b,"<MultiGeometry><LineString><coordinates>51.5192760198554,25.2946057913738,0 52.4202519440956,25.6689169413778,0 52.8659547533556,25.1526357422267,0 54.419078653108,24.4439637191575,0</coordinates></LineString></MultiGeometry>",100 km,December 2004,"Etisalat,  Ooredoo",,
fos-quellon-chacabuco,1805,"[{""latlon"":""-45.458294,-72.805098"",""name"":""Puerto Chacabuco, Chile"",""landing_point_id"":14844},{""latlon"":""-43.117475,-73.479463"",""name"":""Quellon, Chile"",""landing_point_id"":14843}]",FOS Quellon-Chacabuco,#0982c5,"<MultiGeometry><LineString><coordinates>-73.4794635548647,-43.1174736108711,0 -73.5099811113708,-44.1216159183234,0 -73.5707232558405,-44.6975576351624,0 -73.6315142284006,-45.1340592089175,0 -73.5606158411257,-45.3392611994886,0 -73.4217487520004,-45.3532626927585,0 -73.2800984617218,-45.282121204983,0 -73.1983114102855,-45.2818463543287,0 -73.0476279232811,-45.417940277279,0 -72.805098798216,-45.4583005029609,0</coordinates></LineString></MultiGeometry>",350 km,January 2015,Gtd Teleductos S.A.,http://www.telsur.com/,
russia-japan-cable-network-rjcn,1518,"[{""latlon"":""42.812306,132.874015"",""name"":""Nakhodka, Russia"",""landing_point_id"":5362},{""latlon"":""37.169743,138.242152"",""name"":""Naoetsu, Japan"",""landing_point_id"":5529}]",Russia-Japan Cable Network (RJCN),#4fc1af,"<MultiGeometry><LineString><coordinates>132.874003543653,42.8126681772203,0 136.391969801493,39.7214621164926,0 138.241968490936,37.1699708611288,0 136.856031972747,39.9164799169877,0 132.874003543653,42.8126681772203,0</coordinates></LineString></MultiGeometry>","1,800 km",September 2008,"Rostelecom,  KDDI",,
safe,1220,"[{""latlon"":""-20.474004,57.485379"",""name"":""Baie Jacotet, Mauritius"",""landing_point_id"":5906},{""latlon"":""9.938091,76.269550"",""name"":""Cochin, India"",""landing_point_id"":4322},{""latlon"":""-33.727220,18.445762"",""name"":""Melkbosstrand, South Africa"",""landing_point_id"":5941},{""latlon"":""-28.950636,31.757853"",""name"":""Mtunzini, South Africa"",""landing_point_id"":5942},{""latlon"":""5.353645,100.362996"",""name"":""Penang, Malaysia"",""landing_point_id"":3307},{""latlon"":""-21.000249,55.279130"",""name"":""Saint Paul, Réunion"",""landing_point_id"":5978}]",SAFE,#8dc851,"<MultiGeometry><LineString><coordinates>31.7579618939558,-28.9505554280769,0 33.7842299897784,-35.4928286396333,0</coordinates></LineString><LineString><coordinates>76.2695514552781,9.93838596317766,0 75.8800986061702,0.0151706078935865,0</coordinates></LineString><LineString><coordinates>54.0481804783558,-21.0000547969485,0 55.2792342937657,-21.0000547969485,0 58.3633141402246,-21.0000547969485,0 58.7954427403507,-20.4739988813005,0 74.5194550388128,-0.437559192964535,0 96.2015685852502,6.23407922918233,0 100.362991418509,5.35384301658567,0</coordinates></LineString><LineString><coordinates>18.4458619493723,-33.727214297831,0 17.9918583647426,-33.8550399585031,0 17.9918583647426,-34.1877843482111,0 19.3375605364346,-35.4928286396333,0 33.7842299897784,-35.4928286396333,0 41.2747520271723,-35.4928286396333,0 54.0481804783558,-21.0000547969485,0 54.4743520514518,-20.4739988813005,0 57.4854827308386,-20.4739988813005,0 58.7954427403507,-20.4739988813005,0</coordinates></LineString></MultiGeometry>","13,500 km",April 2002,"Orange,  Telekom Malaysia,  Telkom South Africa,  Tata Communications,  AT&T,  BT,  Camtel,  Angola Telecom,  Ghana Telecommunications Company,  Mauritius Telecom,  Verizon,  NATCOM (Nigeria),  OPT,  Telefonica,  Belgacom,  China Telecom,  Chunghwa Telecom,  Cote d’Ivoire Telecom,  Maroc Telecom,  KT,  KPN,  SingTel,  Sprint,  Telecom Italia Sparkle,  Telecom Namibia,  Telstra,  PCCW,  Sonatel,  Neotel,  Vodafone",,
saint-maarten-puerto-rico-network-one-smpr-1,1245,"[{""latlon"":""18.441651,-66.016869"",""name"":""Isla Verde, Puerto Rico, United States"",""landing_point_id"":5773},{""latlon"":""18.031043,-63.073706"",""name"":""Saint Maarten, Sint Maarten"",""landing_point_id"":10728}]",Saint Maarten Puerto Rico Network One (SMPR-1),#895c3c,"<MultiGeometry><LineString><coordinates>-66.0168711851852,18.4418351718713,0 -65.5969496076615,19.3071991842664,0 -64.1242944009043,19.2391680666665,0 -63.0736603795583,18.0310410635868,0</coordinates></LineString></MultiGeometry>",374 km,December 2004,TelEm Group,http://www.telemgroup.sx/,
samoa-american-samoa-sas,1620,"[{""latlon"":""-13.833675,-171.766694"",""name"":""Apia, Samoa"",""landing_point_id"":5705},{""latlon"":""-14.276546,-170.695705"",""name"":""Pago Pago, American Samoa"",""landing_point_id"":9070}]",Samoa-American Samoa (SAS),#f04230,"<MultiGeometry><LineString><coordinates>-171.766694037132,-13.8334859179659,0 -170.695704805596,-14.2765492583146,0</coordinates></LineString></MultiGeometry>",250 km,May 2009,"American Samoa Government,  Elandia",,
sat-3wasc,1219,"[{""latlon"":""5.323518,-4.026237"",""name"":""Abidjan, Côte d'Ivoire"",""landing_point_id"":3316},{""latlon"":""5.558283,-0.201092"",""name"":""Accra, Ghana"",""landing_point_id"":4181},{""latlon"":""27.999496,-15.699962"",""name"":""Alta Vista, Canary Islands, Spain"",""landing_point_id"":10726},{""latlon"":""-8.776671,13.372327"",""name"":""Cacuaco, Angola"",""landing_point_id"":5775},{""latlon"":""6.356574,2.439922"",""name"":""Cotonou, Benin"",""landing_point_id"":3315},{""latlon"":""14.686599,-17.451914"",""name"":""Dakar, Senegal"",""landing_point_id"":4180},{""latlon"":""4.047151,9.706313"",""name"":""Douala, Cameroon"",""landing_point_id"":4210},{""latlon"":""6.438874,3.423210"",""name"":""Lagos, Nigeria"",""landing_point_id"":3280},{""latlon"":""0.394272,9.454360"",""name"":""Libreville, Gabon"",""landing_point_id"":4221},{""latlon"":""-33.727220,18.445762"",""name"":""Melkbosstrand, South Africa"",""landing_point_id"":5941},{""latlon"":""38.442691,-9.102748"",""name"":""Sesimbra, Portugal"",""landing_point_id"":5934}]",SAT-3/WASC,#38bced,"<MultiGeometry><LineString><coordinates>6.45338997620191,-0.784511342245319,0 8.91237260923555,0.374737994125779,0 9.45426675660264,0.394464098132281,0</coordinates></LineString><LineString><coordinates>2.3200921230189,1.17456016660834,0 2.440111569246,6.35667519892938,0</coordinates></LineString><LineString><coordinates>-14.7261848637386,27.1307757105192,0 -15.8624633556632,27.8079097366116,0 -15.8624633556632,27.9427490947138,0 -15.6999634707797,27.9997592045882,0</coordinates></LineString><LineString><coordinates>13.3724280434404,-8.77666406963418,0 8.40456046897445,-11.0470804185717,0</coordinates></LineString><LineString><coordinates>9.70641501547847,4.04734442018426,0 5.28180877491102,1.17456016660834,0</coordinates></LineString><LineString><coordinates>3.42350931009782,6.43906892991951,0 3.783079367875,1.17456016660834,0</coordinates></LineString><LineString><coordinates>-0.204320151163767,5.55828340166227,0 -0.218480297382597,1.17456016660834,0</coordinates></LineString><LineString><coordinates>-4.02624127180398,5.32350645818573,0 -4.04650492932403,1.17456016660834,0</coordinates></LineString><LineString><coordinates>-17.4457141871985,14.6865977137454,0 -19.9381440621628,16.1487634944051,0</coordinates></LineString><LineString><coordinates>-9.10275134743162,38.4430759341506,0 -10.1910318264835,34.7684169291919,0 -9.70001654932337,33.3229879329343,0 -14.7261848637386,27.1307757105192,0 -19.9381440621628,20.2675286325878,0 -19.9381440621628,16.1487634944051,0 -19.9381440621628,14.4257183811029,0 -10.5551917247592,1.17456016660834,0 -4.04650492932403,1.17456016660834,0 -0.218480297382597,1.17456016660834,0 2.3200921230189,1.17456016660834,0 3.783079367875,1.17456016660834,0 5.28180877491102,1.17456016660834,0 6.45338997620191,-0.784511342245319,0 8.36178706177552,-3.97275271062767,0 8.40456046897445,-11.0470804185717,0 8.36178706177552,-24.1148007197829,0 16.6772108585513,-33.4116671532008,0 18.4458619493723,-33.727214297831,0</coordinates></LineString></MultiGeometry>","14,350 km",April 2002,"Telkom South Africa,  Tata Communications,  AT&T,  BT,  Camtel,  Angola Telecom,  Ghana Telecommunications Company,  Mauritius Telecom,  Verizon,  NATCOM (Nigeria),  OPT,  Belgacom,  Sprint,  SingTel,  KPN,  Orange,  Telecom Italia Sparkle,  Telecom Namibia,  Telekom Malaysia,  Telefonica,  China Telecom,  Chunghwa Telecom,  Cote d’Ivoire Telecom,  Deutsche Telekom,  Maroc Telecom,  KT,  Portugal Telecom,  PCCW,  Telstra,  Cyta,  Neotel,  Vodafone",,
saudi-arabia-sudan-1-sas-1,1247,"[{""latlon"":""21.481262,39.182751"",""name"":""Jeddah, Saudi Arabia"",""landing_point_id"":4361},{""latlon"":""19.615564,37.219666"",""name"":""Port Sudan, Sudan"",""landing_point_id"":5950}]",Saudi Arabia-Sudan-1 (SAS-1),#0982c5,"<MultiGeometry><LineString><coordinates>37.2196767748257,19.6155636509037,0 39.1827613216582,21.4815315853539,0</coordinates></LineString></MultiGeometry>",333 km,April 2003,"Sudan Telecom Company,  Saudi Telecom,  The Arab Investment Company",,
saudi-arabia-sudan-2-sas-2,1675,"[{""latlon"":""21.481262,39.182751"",""name"":""Jeddah, Saudi Arabia"",""landing_point_id"":4361},{""latlon"":""19.615564,37.219666"",""name"":""Port Sudan, Sudan"",""landing_point_id"":5950}]",Saudi Arabia-Sudan-2 (SAS-2),#f5cb13,"<MultiGeometry><LineString><coordinates>37.2196767748257,19.6155636509037,0 37.6405749141575,20.9415755973776,0 39.1827613216582,21.4815315853539,0</coordinates></LineString></MultiGeometry>",330 km,July 2011,"Sudan Telecom Company,  Saudi Telecom",,
scandinavian-ring-north,1544,"[{""latlon"":""56.043843,12.695862"",""name"":""Helsingborg, Sweden"",""landing_point_id"":3268},{""latlon"":""56.030439,12.592151"",""name"":""Helsingør, Denmark"",""landing_point_id"":6065}]",Scandinavian Ring North,#8dc851,"<MultiGeometry><LineString><coordinates>12.6404949681987,56.0706920549003,0 12.6957683665425,56.0439189841995,0 12.6702801033486,56.0055536874991,0 12.6132488937501,56.0333900601799,0 12.6404949681987,56.0706920549003,0</coordinates></LineString></MultiGeometry>",5 km,2000,TeliaSonera,,
scandinavian-ring-south,1545,"[{""latlon"":""55.556807,12.918714"",""name"":""Bunkeflostand, Sweden"",""landing_point_id"":8401},{""latlon"":""55.593538,12.670179"",""name"":""Dragor, Denmark"",""landing_point_id"":8400}]",Scandinavian Ring South,#0982c5,"<MultiGeometry><LineString><coordinates>12.6702801033486,55.5937355569459,0 12.8168620307586,55.5876651412247,0 12.9188150835341,55.556801879732,0 12.79557298334,55.5448144352802,0 12.6702801033486,55.5937355569459,0</coordinates></LineString></MultiGeometry>",21 km,2000,TeliaSonera,,
scotland-northern-ireland-1,1387,"[{""latlon"":""54.642867,-5.538785"",""name"":""Donaghadee, United Kingdom"",""landing_point_id"":7732},{""latlon"":""54.843721,-5.115543"",""name"":""Portpatrick, United Kingdom"",""landing_point_id"":7731}]",Scotland-Northern Ireland 1,#4fc1af,"<MultiGeometry><LineString><coordinates>-5.11549831266407,54.8440266732863,0 -5.53869137224514,54.6430371097798,0</coordinates></LineString></MultiGeometry>",35 km,1989,BT,,
scotland-northern-ireland-2,1614,"[{""latlon"":""55.240205,-4.854215"",""name"":""Girvan, United Kingdom"",""landing_point_id"":13378},{""latlon"":""54.857491,-5.809879"",""name"":""Larne, United Kingdom"",""landing_point_id"":11390}]",Scotland-Northern Ireland 2,#f89635,"<MultiGeometry><LineString><coordinates>-4.85417037279124,55.240403117487,0 -5.3943067089036,55.240403117487,0 -5.80983375829035,54.8578008782985,0</coordinates></LineString></MultiGeometry>",82 km,1993,BT,,
seabras-1,1728,"[{""latlon"":""-24.008866,-46.412496"",""name"":""Praia Grande, Brazil"",""landing_point_id"":16413},{""latlon"":""40.152908,-74.062861"",""name"":""Wall Township, New Jersey, United States"",""landing_point_id"":3822}]",Seabras-1,#b3b5b7,"<MultiGeometry><LineString><coordinates>-46.4124905418623,-24.0088662553916,0 -41.3608827923437,-25.076176048252,0 -35.9619120076502,-25.0404363861621,0 -28.5105989268553,-20.3990524762302,0 -24.3380432889829,-13.2367662731293,0 -24.7158750525733,-3.92131254935424,0 -32.1449225241414,1.81916048338164,0 -62.6998813474719,34.5043902274146,0 -74.0628615790801,40.1528306226931,0</coordinates></LineString></MultiGeometry>","10,900 km",June 2017,"Seabras Group,  LLC",http://www.seabornnetworks.com,
seacomtata-tgn-eurasia,1552,"[{""latlon"":""-6.823229,39.269665"",""name"":""Dar Es Salaam, Tanzania"",""landing_point_id"":4182},{""latlon"":""11.594682,43.147984"",""name"":""Djibouti City, Djibouti"",""landing_point_id"":4177},{""latlon"":""21.481262,39.182751"",""name"":""Jeddah, Saudi Arabia"",""landing_point_id"":4361},{""latlon"":""-25.968533,32.580606"",""name"":""Maputo, Mozambique"",""landing_point_id"":4252},{""latlon"":""-4.053211,39.672790"",""name"":""Mombasa, Kenya"",""landing_point_id"":5896},{""latlon"":""-28.950636,31.757853"",""name"":""Mtunzini, South Africa"",""landing_point_id"":5942},{""latlon"":""19.075794,72.875899"",""name"":""Mumbai, India"",""landing_point_id"":3212},{""latlon"":""29.116683,32.649844"",""name"":""Zafarana, Egypt"",""landing_point_id"":9486}]",SEACOM/Tata TGN-Eurasia,#1ca5de,"<MultiGeometry><LineString><coordinates>38.2499494824709,21.7135253038588,0 39.1827613216582,21.4815315853539,0</coordinates></LineString><LineString><coordinates>43.1479928876509,11.5948693714478,0 44.1271914127275,12.0205295360033,0</coordinates></LineString><LineString><coordinates>72.8759015156215,19.0760738142769,0 72.6050032700284,18.9323107471401,0 70.6928952495837,17.6057895925453,0 63.3880176119275,15.7470706217642,0</coordinates></LineString><LineString><coordinates>63.3880176119275,15.7470706217642,0 52.7235720417208,13.0030592928718,0</coordinates></LineString><LineString><coordinates>32.5806175611788,-25.9682697006262,0 36.4478023216288,-26.0039096727579,0</coordinates></LineString><LineString><coordinates>42.8739696442716,-6.79539960224917,0 39.2696753225875,-6.82313226349248,0</coordinates></LineString><LineString><coordinates>43.2068795646851,-4.28502545516068,0 39.672897693191,-4.05292670265018,0</coordinates></LineString><LineString><coordinates>52.7235720417208,13.0030592928718,0 52.9126344077873,12.259687265704,0 48.5597078039413,2.89264989464323,0 43.3163521433837,-3.45850602369844,0 43.2068795646851,-4.28502545516068,0 42.8739696442716,-6.79539960224917,0 41.4960409329092,-16.9871737793383,0 36.4478023216288,-26.0039096727579,0</coordinates></LineString><LineString><coordinates>36.4478023216288,-26.0039096727579,0 34.590381762443,-29.1660987648886,0 31.7579618939558,-28.9505554280769,0</coordinates></LineString><LineString><coordinates>52.7235720417208,13.0030592928718,0 45.8820729820529,11.2272829588479,0 45.2350031279433,11.2059216030665,0 44.3868591975264,11.6005134512061,0 44.1271914127275,12.0205295360033,0 43.9999454091198,12.2261895072794,0 43.6837346956264,12.2482355187479,0 42.6638135431481,13.965129586107,0 42.0354936757558,15.5448897475681,0 38.2499494824709,21.7135253038588,0 34.8792487453069,26.9992023236671,0 33.9032728741973,27.730832797493,0 33.3022967374345,28.2762727711313,0 32.6137230064766,29.1042301233903,0</coordinates></LineString></MultiGeometry>","15,000 km",July 2009,"Industrial Promotion Services,  Remgro Limited,  Herakles Telecom LLC,  Convergence Partners,  Shanduka,  Tata Communications",http://www.seacom.mu,
seamewe-3,1031,"[{""latlon"":""31.191889,29.889787"",""name"":""Alexandria, Egypt"",""landing_point_id"":6044},{""latlon"":""-6.129358,106.833305"",""name"":""Ancol, Indonesia"",""landing_point_id"":5860},{""latlon"":""13.765555,121.064939"",""name"":""Batangas, Philippines"",""landing_point_id"":3218},{""latlon"":""35.511809,24.012165"",""name"":""Chania, Greece"",""landing_point_id"":5723},{""latlon"":""9.938091,76.269550"",""name"":""Cochin, India"",""landing_point_id"":4322},{""latlon"":""16.051564,108.214750"",""name"":""Danang, Vietnam"",""landing_point_id"":5986},{""latlon"":""22.249437,114.183985"",""name"":""Deep Water Bay, Hong Kong"",""landing_point_id"":5853},{""latlon"":""11.594682,43.147984"",""name"":""Djibouti City, Djibouti"",""landing_point_id"":4177},{""latlon"":""22.249254,120.662107"",""name"":""Fangshan, Taiwan"",""landing_point_id"":5980},{""latlon"":""25.121690,56.333720"",""name"":""Fujairah, United Arab Emirates"",""landing_point_id"":5962},{""latlon"":""50.024803,-5.174527"",""name"":""Goonhilly Downs, United Kingdom"",""landing_point_id"":3292},{""latlon"":""21.481262,39.182751"",""name"":""Jeddah, Saudi Arabia"",""landing_point_id"":4361},{""latlon"":""24.889378,67.028539"",""name"":""Karachi, Pakistan"",""landing_point_id"":3259},{""latlon"":""34.880645,128.620795"",""name"":""Keoje, Korea, Rep."",""landing_point_id"":5975},{""latlon"":""36.855253,28.253679"",""name"":""Marmaris, Turkey"",""landing_point_id"":5959},{""latlon"":""37.650126,12.591272"",""name"":""Mazara del Vallo, Italy"",""landing_point_id"":3215},{""latlon"":""3.751741,98.676082"",""name"":""Medan, Indonesia"",""landing_point_id"":5861},{""latlon"":""2.295516,103.849908"",""name"":""Mersing, Malaysia"",""landing_point_id"":5902},{""latlon"":""6.832697,79.866716"",""name"":""Mt. Lavinia, Sri Lanka"",""landing_point_id"":5949},{""latlon"":""19.075794,72.875899"",""name"":""Mumbai, India"",""landing_point_id"":3212},{""latlon"":""23.615098,58.591043"",""name"":""Muscat, Oman"",""landing_point_id"":4225},{""latlon"":""53.595480,7.201822"",""name"":""Norden, Germany"",""landing_point_id"":5840},{""latlon"":""26.212412,127.680561"",""name"":""Okinawa, Japan"",""landing_point_id"":5886},{""latlon"":""51.231125,2.912676"",""name"":""Ostend, Belgium"",""landing_point_id"":5789},{""latlon"":""5.353645,100.362996"",""name"":""Penang, Malaysia"",""landing_point_id"":3307},{""latlon"":""47.811315,-4.338688"",""name"":""Penmarch, France"",""landing_point_id"":3119},{""latlon"":""-31.953442,115.857227"",""name"":""Perth, Australia"",""landing_point_id"":3239},{""latlon"":""16.282204,95.681943"",""name"":""Pyapon, Myanmar"",""landing_point_id"":5911},{""latlon"":""6.613214,100.066121"",""name"":""Satun, Thailand"",""landing_point_id"":5956},{""latlon"":""38.442691,-9.102748"",""name"":""Sesimbra, Portugal"",""landing_point_id"":5934},{""latlon"":""31.247504,121.472458"",""name"":""Shanghai, China"",""landing_point_id"":3246},{""latlon"":""23.354552,116.675488"",""name"":""Shantou, China"",""landing_point_id"":5803},{""latlon"":""29.972285,32.530118"",""name"":""Suez, Egypt"",""landing_point_id"":5825},{""latlon"":""22.156127,113.561036"",""name"":""Taipa, China"",""landing_point_id"":5900},{""latlon"":""24.863596,121.801462"",""name"":""Toucheng, Taiwan"",""landing_point_id"":5981},{""latlon"":""1.338193,103.647076"",""name"":""Tuas, Singapore"",""landing_point_id"":5938},{""latlon"":""4.926374,114.885840"",""name"":""Tungku, Brunei"",""landing_point_id"":5970},{""latlon"":""35.565923,-5.391812"",""name"":""Tétouan, Morocco"",""landing_point_id"":5909},{""latlon"":""34.766411,32.466544"",""name"":""Yeroskipos, Cyprus"",""landing_point_id"":5811}]",SeaMeWe-3,#548f51,"<MultiGeometry><LineString><coordinates>32.5428246192016,29.959090493451,0 31.9978054740483,30.4852140088877,0 30.6972204578949,31.0853145501364,0 29.8935100897509,31.1914686865294,0 29.213041821801,33.0243113650235,0 22.7317964131761,33.9548701336677,0 13.4441076801619,35.2705842495302,0 12.0512375731342,36.4663014408333,0 12.5913739092465,37.6505844408328,0 10.812175950897,37.7931787326173,0 2.35436944248652,37.7487922880315,0 -2.13161370772594,35.9415713824247,0 -5.39406256845154,35.958331173796,0 -9.39542692134751,36.2282095753432,0 -9.10275134743162,38.4430759341506,0</coordinates></LineString><LineString><coordinates>114.93680921928,21.2504418355459,0 114.183977721343,22.2496201218328,0</coordinates></LineString><LineString><coordinates>100.066116628818,6.61351684312234,0 99.8350621049993,6.56394412342292,0 99.7286168679061,6.48428761390057,0 99.596683367619,6.42975299159126,0 98.1247117541275,5.46632788033725,0</coordinates></LineString><LineString><coordinates>127.1759607052,28.9871820935233,0 121.472546776802,31.2475068420794,0</coordinates></LineString><LineString><coordinates>43.1479928876509,11.5948693714478,0 43.8463322366908,11.7099285765345,0</coordinates></LineString><LineString><coordinates>29.8935100897509,31.1914686865294,0 30.6464392438688,31.0034028854101,0 31.9470242600222,30.4027060071939,0 32.5299340033335,29.9725421875593,0 32.8533712742075,28.9612103604119,0 34.5148935346695,26.7900906007721,0 37.512645317284,22.1156960733575,0 42.3593215713531,14.2103570837667,0 43.1058054175369,12.9534801093009,0 43.8463322366908,11.7099285765345,0 44.0935976865256,11.2935601390764,0 44.8632260475637,11.3475666385595,0 62.6914360741424,16.0919107561054,0 68.1037369275177,17.511472968029,0 70.2918213149582,18.0821067490904,0 72.8759015156215,19.0760738142769,0 72.7624250335094,18.7680830640389,0 71.8843006555809,17.1471565649016,0 75.434493453091,7.02862290531603,0 82.6625156764423,3.91533966073448,0 95.4006902463499,7.68779363473912,0 98.1247117541275,5.46632788033725,0 103.00996219962,1.46335030783554,0 103.501758726227,1.25335100996428,0</coordinates></LineString><LineString><coordinates>-9.10275134743162,38.4430759341506,0 -10.2558755305476,38.6000852631866,0 -10.548258135921,38.8864751650897,0 -10.548258135921,45.1056477382547,0 -4.33854573806456,47.8110198894142,0 -5.43209965088073,48.8035150666737,0 -5.17296897507633,50.0225440012701,0 0.354370859304278,49.9748986524638,0 2.27399840567213,51.5181570160157,0 4.02175107379773,53.8271375169888,0 7.20182694600216,53.5955989541414,0</coordinates></LineString><LineString><coordinates>38.2589338511062,20.9130255434285,0 39.1827613216582,21.4815315853539,0</coordinates></LineString><LineString><coordinates>58.5911460100764,23.6151044418996,0 59.3330400157617,23.8012653247229,0</coordinates></LineString><LineString><coordinates>32.4666527981625,34.7665718254425,0 29.213041821801,33.0243113650235,0 28.551030572026,36.2227738248055,0 28.25356984525,36.8552494430277,0</coordinates></LineString></MultiGeometry>","39,000 km",September 1999,"Orange,  BT,  KDDI,  SingTel,  Telecom Italia Sparkle,  Telekom Malaysia,  OTEGLOBE,  AT&T,  Belgacom,  Communications Authority of Thailand,  China Telecom,  Deutsche Telekom,  Etisalat,  Telecom Egypt,  CTM,  PT Indonesia Satellite Corp.,  Jabatan Telecom Brunei,  KT,  Portugal Telecom,  Maroc Telecom,  PLDT,  Saudi Telecom,  Sri Lanka Telecom,  Turk Telekom,  Tata Communications,  Chunghwa Telecom,  Verizon,  KPN,  Telekom Austria,  SingTel Optus,  Telstra,  Vietnam Telecom International,  Omantel,  PCCW,  Pakistan Telecommunications Company Ltd.,  Cyta,  eircom,  LG Uplus,  Softbank Telecom,  Telkom South Africa,  Rostelecom,  Orange Polska,  SingTel Optus,  Telecom Argentina,  Myanmar Post and Telecommunication (MPT),  Sprint,  Vocus Communications,  Djibouti Telecom,  Embratel,  Vodafone,  Turk Telekom International,  Ukrtelecom",http://www.smw3.com,
